AnimalID,ADDMI_keep,ADG_keep,FCR,Gender,Management_Group,heterosis,mathet,perANS,perHHS,perARS,perSHS,perDSS,perBMS,perBRS,perBNS,perSGS,perBVS,perCHS,perCAS,perGVS,perLMS,perMAS,perSAS,perSMS,perTAS,perBVSo,perCHSo,perLMSo,perHH,perAN,perSM,perCH,perM2,perM3,perRS,perBV,perBR,perXB,perRO
20171840,10.10615385,1.260196028,8.019509365,Steer,201701_MI_ME01,1,0.96875,0,0,0.21875,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.03125,0,0,0,0,0
20171841,10.55538462,1.074239627,9.825912533,Steer,201701_MI_MD01,0.7109375,0.796875,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171845,10.34923077,1.026227152,10.08473684,Steer,201701_MI_MD01,1,0.8671875,0,0.0625,0,0,0,0.125,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171848,9.704615385,1.148937359,8.446600946,Steer,201701_MI_MD01,0.625,0.9921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21875,0,0,0.6875,0,0,0,0,0.03125,0,0,0,0,0.0625,0,0,0,0,0
20171850,9.549230769,0.920011356,10.37947054,Steer,201701_MI_ME01,0.25,0.5,0,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.125,0
20171853,9.475384615,1.313356465,7.214632788,Steer,201701_MI_MD01,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1875,0.21875,0,0,0,0,0,0,0,0.03125,0,0,0.0625,0,0,0,0,0,0,0
20171859,11.00461538,1.292764642,8.512466249,Steer,201701_HI_MD01,1,0.8125,0.5,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
20171861,10.97846154,1.309662749,8.382663052,Steer,201701_HI_MD01,1,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20171863,8.867692308,0.928626311,9.549258081,Steer,201701_HI_ME01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.125,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0
20171864,10.56615385,1.197370047,8.824468154,Steer,201701_MI_ME01,1,1,0,0.0625,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.5,0,0,0,0,0.1875,0,0,0.125,0,0,0,0,0,0,0
20171877,8.972307692,0.619014185,14.49451064,Steer,201701_MI_MD01,0.25,0.5,0,0,0,0.875,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171878,9.906153846,1.476100032,6.711031524,Steer,201701_MI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0
20171879,10.11846154,1.221115198,8.286246504,Steer,201701_HI_MD01,0.5,1,0.75,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20171881,7.007692308,0.675759152,10.37010344,Steer,201701_MI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20171885,8.032307692,0.428435161,18.74801238,Steer,201701_HI_MD01,0.75,1,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171888,10.2,1.391100895,7.332322219,Steer,201701_HI_MD01,0.25,0.5,0,0.875,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.0625,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171891,10.82,1.402425729,7.715203574,Steer,201701_HI_ME01,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20171893,10.57846154,1.511965934,6.996494632,Steer,201701_HI_MD01,0.5,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.125,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20171895,9.518461538,0.886287103,10.73970445,Steer,201701_MI_ME01,0.984375,0.96875,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0.21875,0,0,0,0,0,0,0,0.125,0,0,0,0,0.03125,0,0,0,0,0
20171896,10.71538462,1.158077568,9.252734805,Steer,201701_HI_MD01,0.25,0.5,0.75,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.0625,0,0,0,0,0,0,0
20171897,11.35538462,1.582730546,7.174553272,Steer,201701_MI_ME01,1,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20171901,9.656923077,1.19947125,8.050983363,Steer,201701_MI_MD01,0.6953125,0.921875,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
20171907,8.775384615,1.30444269,6.727305601,Steer,201701_HI_ME01,0.71875,0.8125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171908,11.18153846,1.688338643,6.622805508,Steer,201701_HI_MD01,1,1,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.1875,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20171909,10.60769231,1.361683801,7.790128884,Steer,201701_MI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0
20171913,9.318461538,1.602166684,5.816162344,Steer,201701_HI_ME01,0.765625,0.7109375,0,0.5,0,0,0,0.4375,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20171916,10.56461538,1.309589564,8.067119403,Steer,201701_MI_MD01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171919,10.18923077,1.266024096,8.048212353,Steer,201701_MI_MD01,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0
20171920,9.966153846,1.346765522,7.400066073,Steer,201701_MI_ME01,0.875,0.25,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171925,9.472307692,1.115551531,8.491143105,Steer,201701_HI_MD01,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20171928,9.895384615,1.227492893,8.061459804,Steer,201701_MI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20171929,12.51384615,1.666148281,7.510643739,Steer,201701_HI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20171936,11.06769231,1.358007,8.149952327,Steer,201701_MI_MD01,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0
20171938,12.39846154,1.339548407,9.255702499,Steer,201701_MI_ME01,0.96875,0.9375,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.028564453,0.013671875,0.03125,0.015625,0.015625,0,0.017578125,0,0,0,0.002685547,0,0,0
20171939,9.864615385,1.328005978,7.428140796,Steer,201701_HI_MD01,0.5625,0.65625,0,0,0,0,0,0,0,0.875,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171944,10.23538462,1.468109951,6.971810667,Steer,201701_MI_ME01,0.375,0.75,0,0.0625,0.75,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171953,9.604615385,1.286483166,7.465791733,Steer,201701_MI_ME01,0.6875,0.75,0,0.0625,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171963,10.39692308,1.097562982,9.472734821,Steer,201701_HI_ME01,0.1875,0.375,0.875,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171973,7.744615385,0.726805071,10.65569806,Steer,201701_MI_ME01,0.484375,0.96875,0.125,0.75,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.03125,0,0,0,0,0
20171979,8.753846154,1.179930067,7.418953373,Steer,201701_MI_ME01,0.5,1,0,0,0,0,0,0,0.75,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171980,10.96923077,1.420622788,7.721423915,Steer,201701_MI_ME01,1,0.25,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20171981,6.589230769,0.42549343,15.48609286,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171982,10.64153846,1.433004754,7.426031513,Steer,201701_HI_ME01,0.71875,0.977539063,0.5,0,0,0,0,0,0,0.1875,0,0,0,0,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0
20171994,11.49692308,1.488596692,7.723329724,Steer,201701_MI_ME01,0.875,1,0,0.25,0.5625,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20172027,9.955384615,1.126857462,8.834644089,Steer,201701_HI_ME01,1,0.625,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0.34375,0,0,0.5,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0.125,0
20172033,9.570769231,0.972961707,9.83673783,Steer,201701_HI_MD01,0.25,0.5,0.0625,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0
20172036,9.793846154,1.253314784,7.814354607,Steer,201701_HI_MD01,1,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20172296,9.035384615,1.109772367,8.141655791,Steer,201701_HI_MD01,0.9375,1,0.5,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
20172307,7.36,0.952311299,7.728565233,Steer,201701_HI_MD01,1,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172315,9.830769231,1.112496655,8.836673072,Steer,201701_HI_MD01,0.75,1,0.125,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20172317,10.48,1.288605572,8.132822196,Steer,201701_HI_MD01,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20172319,9.304615385,1.146415928,8.116264925,Steer,201701_MI_MD01,1,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0
20172323,9.543076923,1.039254583,9.182617114,Steer,201701_HI_MD01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20172324,9.346153846,1.380805016,6.768626805,Steer,201701_MI_ME01,0.25,0.5,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20172325,11.79384615,1.084880474,10.87110188,Steer,201701_MI_MD01,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172328,9.735384615,1.242862163,7.833036444,Steer,201701_HI_MD01,1,1,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0
20172329,7.096923077,0.668892468,10.60996112,Steer,201701_HI_ME01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20172334,9.690769231,1.178552312,8.222604236,Steer,201701_MI_MD01,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
20172335,8.946153846,1.294757134,6.909522727,Steer,201701_MI_ME01,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
20172341,11.42,1.398875336,8.163701013,Steer,201701_MI_ME01,0.734375,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20172351,9.012307692,1.058177289,8.516822071,Steer,201701_HI_MD01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
20172358,12.51692308,1.260937531,9.926679766,Steer,201701_MI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0
20172363,9.333846154,1.276900552,7.309767501,Steer,201701_HI_ME01,1,1,0,0.5,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20172367,9.972307692,1.446396268,6.894588925,Steer,201701_HI_MD01,1,1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172374,9.98,1.366306703,7.304362905,Steer,201701_HI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.1875,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.25,0
20172375,10.24461538,1.577755339,6.493158434,Steer,201701_HI_MD01,0.5,1,0,0.75,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172382,10.93846154,1.269546361,8.616039458,Steer,201701_HI_ME01,0.5,1,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0
20172395,11.05384615,1.710063427,6.463997756,Steer,201701_HI_ME01,1,1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172397,8.396923077,0.74675981,11.24447642,Steer,201701_HI_MD01,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0
20172399,10.98461538,1.393015327,7.88549499,Steer,201701_HI_ME01,0.75,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172403,8.293846154,1.06690085,7.773774064,Steer,201701_MI_MD01,0.5,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172404,11.12153846,1.625778068,6.840748241,Steer,201701_HI_ME01,0.96875,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20172408,9.573846154,1.343091127,7.128217855,Steer,201701_HI_MD01,0.25,0.5,0,0.0625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172410,7.74,1.059321115,7.306566336,Steer,201701_MI_MD01,0.5,1,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0
20172412,8.892307692,1.107689675,8.027796857,Steer,201701_HI_MD01,0.5,1,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172419,10.02769231,1.323209563,7.578310036,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20172425,9.156923077,1.523110482,6.011988746,Steer,201701_HI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
20172436,10.25230769,1.491853564,6.872194389,Steer,201701_MI_ME01,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
20172481,9.324615385,1.485444869,6.277321751,Steer,201701_MI_MD01,1,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.5,0.0625,0,0,0,0,0,0
20172497,10.41692308,1.260196012,8.266113349,Steer,201701_MI_ME01,0.9375,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.375,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0
20172592,10.99384615,1.211658239,9.07338868,Steer,201701_MI_MD01,0.875,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172606,7.215384615,1.143054022,6.31237411,Steer,201701_HI_MD01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172607,10.06,0.942704375,10.67142603,Steer,201701_MI_ME01,1,0.875,0.25,0,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172611,7.533846154,1.057286683,7.125641776,Steer,201701_HI_ME01,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20172612,9.998461538,1.38133035,7.23828412,Steer,201701_HI_MD01,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172619,9.195384615,1.133833499,8.109995535,Steer,201701_HI_ME01,1,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172628,9.884615385,1.426879699,6.927434309,Steer,201701_MI_MD01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
20172637,10.22307692,1.025477691,9.969087591,Steer,201701_HI_MD01,0.75,1,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172642,8.155384615,1.182241441,6.898239507,Steer,201701_HI_MD01,1,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172644,11.62615385,1.310204606,8.873540665,Steer,201701_HI_MD01,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172650,11.25230769,1.720464345,6.540273693,Steer,201701_MI_MD01,0.734375,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172652,8.523076923,1.377863373,6.185719929,Steer,201701_MI_ME01,1,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172656,9.101538462,1.687503205,5.393494029,Steer,201701_MI_MD01,0.796875,0.96875,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125
20172658,9.061538462,0.9555217,9.483341367,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172664,10.18,1.361065064,7.479436705,Steer,201701_HI_ME01,0.25,0.5,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20172665,11.38307692,1.332462185,8.542889287,Steer,201701_MI_ME01,0.4375,0.875,0.75,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172668,9.492307692,1.18886019,7.98437678,Steer,201701_HI_MD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20172669,11.88307692,1.645241295,7.222695514,Steer,201701_HI_MD01,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20172674,8.078461538,0.982206963,8.224805809,Steer,201701_MI_MD01,1,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172680,10.67846154,1.525577837,6.99961764,Steer,201701_MI_ME01,1,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172692,8.555384615,1.041667243,8.213164683,Steer,201701_HI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.375,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20172698,9.716923077,1.654321942,5.87365907,Steer,201701_HI_MD01,0.8125,1,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172704,10.72153846,1.240129561,8.645498666,Steer,201701_HI_ME01,1,0.25,0,0,0.4375,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20181003,11.80952381,0.956916268,12.34123006,Heifer,201801_FEH_HGD1,0.5,1,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20181004,7.544444444,1.292676211,5.836298664,Steer,201801_FES_ME01,0.46875,0.9375,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.0625
20181006,11.07142857,1.149714701,9.629718189,Heifer,201801_FEH_HGD1,0.234375,0.46875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20181011,8.796825397,0.687563086,12.79420837,Steer,201801_FES_MD01,0.484375,0.96875,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.125,0
20181013,13.70952381,1.412682385,9.704604486,Heifer,201801_FEH_HGD1,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.09375,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0
20181015,10.67301587,1.112416861,9.594439144,Heifer,201801_FEH_HGD1,0.5,1,0,0,0.03125,0,0,0,0,0.125,0,0.0625,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20181016,13.77619048,0.985554875,13.97810597,Heifer,201801_FEH_HGD2,0.375,0.75,0.75,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.125,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181017,8.512698413,1.388382664,6.131377633,Heifer,201801_FEH_HGD1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20181018,10.78571429,0.877301895,12.29418784,Heifer,201801_FEH_HGD1,0.3046875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0.84375,0,0,0.109375,0.015625,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0
20181034,10.44285714,1.054666961,9.901568487,Heifer,201801_FEH_HGD1,0.3125,0.625,0,0,0,0.84375,0,0,0,0,0,0,0,0,0.109375,0.015625,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0
20181037,11.51904762,1.144800635,10.06205558,Heifer,201801_FEH_HGD1,0.5390625,0.926757813,0.21875,0.0625,0.5,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0.09375,0,0,0,0,0.078125,0,0,0,0,0.015625,0.015625,0,0,0,0
20181038,9.652380952,1.548115772,6.234921913,Steer,201801_FES_ME01,0.9609375,1,0.5,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.203125,0,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0.25,0
20181044,9.312698413,1.511915697,6.159535502,Steer,201801_FES_ME01,0.0625,0.125,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0
20181046,16.34444444,1.149954665,14.2131207,Heifer,201801_FEH_HGD2,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.875,0,0,0,0,0,0,0.0625,0.03125,0,0,0,0,0,0,0
20181055,10.27777778,1.509684254,6.807898902,Steer,201801_FES_MD01,0.5,1,0.125,0.0625,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20181058,11.26507937,1.669009455,6.749559946,Steer,201801_FES_ME01,0.5,1,0.21875,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.25,0,0,0,0,0,0,0
20181059,11.53492063,0.901673491,12.79279113,Heifer,201801_FEH_HGD2,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0
