contig length Sample340 Sample341 Sample342 Sample343 Sample344 Sample345 Sample346 Sample347 Sample348 Sample349 Sample34 Sample353 Sample354 Sample355 Sample356 Sample357 Sample358 Sample359 Sample35
k127_28801798_2 1050 0 0 0 0 0 0 1.25050281936803e-07 0 0 0 0 0 0 0 0 0 0 0 0
k127_10025065_3 486 3.94703112930158e-07 1.06414738216854e-05 2.55048680560535e-06 4.3674339353125e-06 1.82500362316896e-06 7.42720146565772e-07 3.84529616955668e-06 2.63898803278253e-06 2.62347274261011e-06 4.76321847457154e-07 3.07788059025494e-06 2.54222111752627e-07 4.30079729353172e-06 6.59452003143646e-07 1.9476355611543e-06 1.68177523080767e-07 1.77328041150812e-05 1.90030459167884e-06 8.22408107654406e-07
k127_20889369_1 330 7.71465175272582e-06 2.37988232433859e-07 9.68539293267855e-08 6.08576859838628e-07 1.3419144288007e-07 4.36894203862219e-08 7.19039121136615e-07 2.25029987291534e-07 1.09311364275421e-07 2.67931039194649e-07 1.44841439541409e-07 0 3.90981572139247e-08 7.75825886051349e-08 3.09148501770524e-08 0 2.43331788886192e-07 3.39340105656935e-08 6.57926486123524e-08
k127_31771397_2 450 0 0 0 0 0 0 3.12625704842006e-08 0 0 0 0 0 3.90981572139247e-08 0 0 0 0 0 0
k127_20889482_1 1548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34733043_2 744 3.58821011754689e-08 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 0 0 0 0 0 0 3.39340105656935e-08 0
k127_30772102_8 516 0 0 3.22846431089285e-08 7.15972776280738e-08 0 0 3.12625704842006e-08 0 1.45748485700561e-07 0 0 0 1.56392628855699e-07 0 0 0 6.08329472215479e-08 0 0
k127_29786782_5 726 3.58821011754689e-08 0 0 0 0 4.36894203862219e-08 0 0 0 5.95402309321443e-08 3.62103598853522e-08 0 0 0 1.85489101062315e-07 0 0 0 0
k127_9031782_1 609 0 0 0 0 1.61029731456085e-07 8.73788407724438e-08 9.37877114526019e-08 6.13718147158728e-08 0 2.97701154660721e-08 3.62103598853522e-08 3.63174445360895e-08 3.90981572139247e-08 0 0 1.68177523080767e-07 3.0416473610774e-08 6.78680211313871e-08 4.93444864592643e-07
k127_31771905_1 1260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12989683_5 2130 1.07646303526407e-07 6.79966378382454e-08 0 1.07395916442111e-07 2.68382885760141e-08 4.36894203862219e-08 9.37877114526019e-08 2.04572715719576e-08 7.28742428502807e-08 8.93103463982164e-08 0 3.63174445360895e-08 0 3.87912943025674e-08 6.18297003541049e-08 0 6.08329472215479e-08 0 9.86889729185287e-08
k127_28803129_3 876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_16951251_8 504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17938347_3 3495 0 0 0 0 0 0 0 0 0 0 0 7.2634889072179e-08 0 0 3.09148501770524e-08 0 1.5208236805387e-07 0 0
k127_29787549_1 732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_9032787_3 2961 0 0 4.84269646633927e-07 0 0 0 0 0 3.64371214251404e-08 0 0 3.63174445360895e-08 7.81963144278495e-08 0 3.09148501770524e-08 0 0 0 0
k127_6071263_9 1503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31773052_1 1827 4.30585214105627e-07 7.81961335139823e-07 2.87979016531642e-05 2.50590471698258e-07 3.36015372971696e-05 2.4029181212422e-07 1.78509277464786e-05 5.72803604014813e-07 2.18622728550842e-07 8.03793117583948e-07 3.98313958738874e-07 2.17904667216537e-07 3.51883414925323e-07 0 4.01893052301682e-07 8.07252110787683e-07 9.12494208323219e-08 1.69670052828468e-07 1.97377945837057e-07
k127_11997594_4 1047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_26821550_3 1269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17939422_1 1080 3.58821011754689e-08 0 0 0 0 0 0 2.04572715719576e-08 3.64371214251404e-08 0 1.08631079656057e-07 7.2634889072179e-08 0 7.75825886051349e-08 6.18297003541049e-08 2.35448532313074e-07 3.0416473610774e-08 1.69670052828468e-07 1.64481621530881e-07
k127_33752809_5 1233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34735026_8 564 3.2293891057922e-07 1.26473746379137e-05 2.42134823316964e-06 6.47955362534068e-06 1.93235677747301e-06 9.61167248496882e-07 5.1583241298931e-06 3.15041982208147e-06 3.17002956398721e-06 6.25172424787515e-07 4.67113642521043e-06 6.17396557113521e-07 2.61957653333296e-06 6.59452003143646e-07 2.04038011168546e-06 1.68177523080767e-07 2.48806754136131e-05 2.13784266563869e-06 1.2500603236347e-06
k127_10027249_4 1503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_28804405_1 975 1.0405809340886e-06 2.42068030704154e-05 7.94202220479641e-06 1.2636919501355e-05 6.89744016403562e-06 2.88350174549065e-06 1.63190617927527e-05 5.789407854864e-06 9.47365157053649e-06 1.48850577330361e-06 8.61806565271383e-06 1.19847566969095e-06 9.22716510248624e-06 1.82319083222067e-06 7.38864919231553e-06 5.71803578474609e-07 5.06738450355494e-05 4.37748736297447e-06 3.02646183616821e-06
k127_32758594_1 699 0 3.39983189191227e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_15956620_1 1125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3089574_2 228 3.58821011754689e-08 0 3.22846431089285e-08 1.07395916442111e-07 5.36765771520282e-08 4.36894203862219e-08 3.12625704842006e-07 0 0 8.93103463982164e-08 1.81051799426761e-07 1.08952333608268e-07 3.90981572139247e-08 1.16373882907702e-07 6.18297003541049e-08 1.0090651384846e-07 2.43331788886192e-07 1.01802031697081e-07 3.61859567367938e-07
k127_24845350_3 903 1.79410505877345e-07 3.39983189191227e-08 3.22846431089285e-08 2.50590471698258e-07 1.87868020032099e-07 2.4029181212422e-07 2.50100563873605e-07 8.18290862878305e-08 3.64371214251404e-08 2.97701154660721e-08 2.89682879082818e-07 1.45269778144358e-07 4.30079729353172e-07 1.16373882907702e-07 4.01893052301682e-07 4.70897064626149e-07 2.43331788886192e-07 4.07208126788322e-07 9.5399340487911e-07
k127_10988742_2 672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10988746_1 2472 0 0 0 0 0 0 0 4.09145431439152e-08 0 0 0 0 0 0 0 3.36355046161535e-08 0 0 0
k127_18915157_43 1410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_26822234_5 693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_28805020_1 648 1.36351984466782e-06 2.71986551352982e-05 5.87580504582498e-06 1.43552541644288e-05 5.9044234867231e-06 2.53398638240087e-06 1.47871958390269e-05 8.71479768965394e-06 1.11861962775181e-05 1.93505750529469e-06 1.29995191988414e-05 1.3800628923714e-06 1.25505084656698e-05 1.93956471512837e-06 1.0016411457365e-05 1.21087816618153e-06 7.94478290713416e-05 6.07418789125914e-06 2.99356551186204e-06
k127_26822608_1 2493 7.17642023509379e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18297003541049e-08 0 0 0 6.57926486123524e-08
k127_16953356_1 336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34736274_4 2370 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_8045198_2 2574 0 0 1.29138572435714e-07 0 0 0 0 2.04572715719576e-08 7.28742428502807e-08 0 0 3.63174445360895e-08 7.81963144278495e-08 1.5516517721027e-07 0 1.0090651384846e-07 0 3.39340105656935e-08 0
k127_9034590_2 366 0 0 0 0 5.36765771520282e-08 0 0 2.04572715719576e-08 0 0 0 0 3.90981572139247e-08 0 0 0 0 0 0
k127_24846439_1 2217 1.93763346347532e-06 9.51952929735436e-07 2.97018716602142e-06 9.3076460916496e-07 1.69081218028889e-06 2.05340275815243e-06 6.90902807700834e-06 8.79662677594177e-07 1.85829319268216e-06 1.57781611970182e-06 3.98313958738874e-06 4.93917245690817e-06 7.38955171343178e-06 4.8877030821235e-06 5.96656608417112e-06 3.09446642468612e-06 4.47122162078377e-06 5.46337570107666e-06 1.91456607461946e-05
k127_27808249_3 1146 0 6.79966378382454e-08 0 1.07395916442111e-07 8.05148657280423e-08 1.52912971351777e-07 0 4.09145431439152e-08 0 2.97701154660721e-08 0 2.17904667216537e-07 0 7.75825886051349e-08 0 6.72710092323069e-08 1.5208236805387e-07 6.78680211313871e-08 3.28963243061762e-08
k127_22877580_5 837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19897243_2 246 6.45877821158441e-07 2.49547660866361e-05 3.61588002819999e-06 1.07753902830251e-05 4.77721536653051e-06 2.11893688873176e-06 1.17547265020594e-05 6.44404054516665e-06 6.4129333708247e-06 9.82413810380381e-07 1.06096354464082e-05 9.44253557938327e-07 8.52339827263559e-06 1.28011271198473e-06 5.96656608417112e-06 7.06345596939223e-07 4.6020124573101e-05 4.34355335240877e-06 1.74350518822734e-06
k127_24846860_1 1065 3.58821011754689e-08 1.69991594595614e-07 1.29138572435714e-07 5.01180943396517e-07 0 8.08254277145105e-07 2.50100563873605e-07 2.25029987291534e-07 1.82185607125702e-07 0 3.2589323896817e-07 1.08952333608268e-07 1.56392628855699e-07 1.5516517721027e-07 2.78233651593472e-07 1.68177523080767e-07 3.0416473610774e-07 5.7687817961679e-07 1.31585297224705e-07
k127_30775878_1 2172 0 3.39983189191227e-08 1.93707858653571e-07 7.15972776280738e-08 5.36765771520282e-08 0 3.12625704842006e-08 8.18290862878305e-08 3.64371214251404e-08 5.95402309321443e-08 0 3.63174445360895e-08 1.56392628855699e-07 7.75825886051349e-08 6.18297003541049e-08 3.36355046161535e-08 0 0 1.31585297224705e-07
k127_9035510_4 1467 0 0 0 0 2.68382885760141e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_5076917_1 1776 0 0 0 0 0 0 3.12625704842006e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_21894275_2 594 0 3.39983189191227e-07 9.68539293267855e-08 1.78993194070185e-07 1.87868020032099e-07 1.09223550965555e-07 4.06413416294608e-07 6.13718147158728e-08 7.28742428502807e-08 5.95402309321443e-08 7.24207197707044e-08 1.81587222680447e-07 1.95490786069624e-07 3.87912943025674e-08 3.09148501770524e-08 1.0090651384846e-07 6.08329472215479e-07 1.01802031697081e-07 1.31585297224705e-07
k127_30776295_1 3219 2.51174708228282e-07 8.49957972978068e-07 1.61423215544642e-07 1.43194555256148e-07 2.41544597184127e-07 1.74757681544888e-07 7.81564262105016e-07 2.25029987291534e-07 0 3.87011501058938e-07 3.62103598853522e-07 1.41638033690749e-06 4.69177886567097e-07 6.98243297446214e-07 4.01893052301682e-07 5.38168073858456e-07 4.25830630550835e-07 7.12614221879564e-07 1.18426767502234e-06
k127_12000386_2 909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31776212_2 1131 0 3.39983189191227e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_16954943_4 825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10990778_2 405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_15958848_8 2229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12993691_1 462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12993691_2 354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_28807375_1 3834 0 0 0 0 0 4.36894203862219e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_20894535_23 867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_13984955_2 486 0 6.79966378382454e-08 0 0 0 0 0 0 0 0 3.62103598853522e-08 0 0 0 0 0 1.5208236805387e-07 0 0
k127_24847904_1 537 3.58821011754689e-08 0 3.22846431089285e-08 3.57986388140369e-08 1.07353154304056e-07 4.36894203862219e-08 2.50100563873605e-07 0 7.28742428502807e-08 5.95402309321443e-08 7.24207197707044e-08 1.08952333608268e-07 7.81963144278495e-08 0 2.16403951239367e-07 6.72710092323069e-08 9.12494208323219e-08 0 3.28963243061762e-08
k127_3091627_1 846 7.17642023509379e-08 0 0 0 0 0 0 0 6.19431064227386e-07 0 4.34524318624226e-07 1.01688844701051e-06 3.90981572139247e-08 1.5516517721027e-07 1.2365940070821e-07 1.68177523080767e-07 0 1.35736042262774e-07 1.64481621530881e-07
k127_23854653_1 135 0 0 0 0 5.36765771520282e-08 0 0 2.04572715719576e-08 0 0 0 0 3.90981572139247e-08 0 3.09148501770524e-08 0 0 0 0
k127_16955375_7 1380 0 0 0 0 0 4.36894203862219e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_1123560_3 471 0 3.39983189191227e-08 6.4569286217857e-08 0 0 4.36894203862219e-08 0 0 0 0 3.62103598853522e-08 0 0 0 1.2365940070821e-07 3.36355046161535e-08 3.0416473610774e-08 6.78680211313871e-08 0
k127_33755774_2 381 1.07646303526407e-07 3.39983189191227e-08 9.68539293267855e-08 0 2.68382885760141e-08 6.55341305793329e-08 1.56312852421003e-07 8.18290862878305e-08 2.55059849975982e-07 1.19080461864289e-07 0 3.63174445360895e-08 7.81963144278495e-08 3.87912943025674e-08 3.09148501770524e-08 2.35448532313074e-07 3.0416473610774e-08 3.39340105656935e-08 0
k127_25836441_4 1095 3.58821011754689e-08 4.41978145948595e-07 0 3.57986388140369e-08 5.36765771520282e-08 2.4029181212422e-07 3.12625704842006e-08 8.18290862878305e-08 0 2.97701154660721e-08 1.08631079656057e-07 2.17904667216537e-07 3.90981572139247e-08 0 3.09148501770524e-08 0 9.12494208323219e-08 2.37538073959855e-07 3.61859567367938e-07
k127_26824926_3 399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_14966864_1 1317 1.43528404701876e-07 6.79966378382454e-08 0 0 0 1.52912971351777e-07 3.75150845810408e-07 1.22743629431746e-07 2.18622728550842e-07 1.48850577330361e-07 1.44841439541409e-07 0 3.90981572139247e-08 3.87912943025674e-08 3.40063351947577e-07 3.36355046161535e-08 2.73748262496966e-07 3.39340105656935e-08 1.31585297224705e-07
k127_12994518_3 783 7.17642023509379e-08 3.39983189191227e-08 6.4569286217857e-08 0 1.3419144288007e-07 0 1.56312852421003e-07 1.02286357859788e-07 3.64371214251404e-08 2.97701154660721e-08 1.44841439541409e-07 0 3.90981572139247e-08 3.87912943025674e-08 3.09148501770524e-08 0 6.08329472215479e-08 6.78680211313871e-08 3.94755891674115e-07
k127_9037345_1 432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_9037345_2 627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_9037345_3 246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27810609_3 1278 0 0 0 0 0 0 3.12625704842006e-08 0 7.28742428502807e-08 5.95402309321443e-08 1.05010043667521e-06 0 0 2.71539060117972e-07 9.27445505311573e-08 3.36355046161535e-08 3.0416473610774e-08 0 0
k127_6074911_1 2034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34738860_1 2235 0 0 0 0 0 0 3.12625704842006e-08 0 0 8.93103463982164e-08 0 0 0 0 0 0 0 0 0
k127_2109579_3 486 0 0 0 0 0 0 0 0 0 0 0 1.08952333608268e-07 0 0 0 0 0 3.39340105656935e-08 0
k127_29791492_11 351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_25836900_2 426 0 0 0 0 0 0 0 0 0 0 0 0 0 7.75825886051349e-08 0 0 0 0 0
k127_18918271_1 1818 0 0 0 0 0 2.1844710193111e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12994819_2 189 6.09995719982972e-07 3.39983189191227e-07 4.84269646633927e-07 3.93785026954406e-07 8.58825234432451e-07 3.27670652896664e-07 1.12545253743122e-06 2.86401802007407e-07 6.92305307077667e-07 5.06091962923226e-07 7.96627917477749e-07 1.23479311422704e-06 9.38355773134194e-07 3.87912943025674e-07 3.40063351947577e-07 6.39074587706916e-07 3.0416473610774e-07 4.07208126788322e-07 1.80929783683969e-06
k127_6075054_1 1293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27810808_2 1473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6075093_4 1809 3.2293891057922e-07 6.79966378382454e-08 6.4569286217857e-08 3.57986388140369e-08 0 2.83981232510442e-07 0 2.04572715719576e-08 3.64371214251404e-08 0 7.24207197707044e-08 7.2634889072179e-08 7.81963144278495e-08 3.87912943025674e-08 1.54574250885262e-07 1.0090651384846e-07 3.0416473610774e-08 0 0
k127_23855470_2 204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_23855470_5 432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_132875_2 1188 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_132875_3 1074 0 0 0 0 0 0 0 0 0 0 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_9037656_1 978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_8048400_7 1278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_21896481_2 2469 0 0 6.4569286217857e-08 0 0 2.4029181212422e-07 3.12625704842006e-08 0 0 0 0 7.2634889072179e-08 0 2.32747765815405e-07 1.2365940070821e-07 0 0 0 1.97377945837057e-07
k127_7058352_2 378 7.17642023509379e-08 3.39983189191227e-08 0 0 0 0 0 0 0 5.95402309321443e-08 3.62103598853522e-08 0 0 0 0 0 0 0 3.28963243061762e-08
k127_10992373_1 525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31778401_1 513 7.17642023509379e-08 6.79966378382454e-08 3.22846431089285e-08 0 8.05148657280423e-08 4.36894203862219e-08 1.25050281936803e-07 1.02286357859788e-07 1.09311364275421e-07 1.19080461864289e-07 2.53472519197465e-07 3.63174445360895e-08 0 7.75825886051349e-08 0 0 9.12494208323219e-08 1.01802031697081e-07 3.28963243061762e-08
k127_34739405_5 2028 0 0 0 0 0 0 0 0 0 0 7.24207197707044e-08 0 0 0 0 0 0 0 0
k127_28809253_7 618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_13986418_3 249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_33756640_7 669 0 6.79966378382454e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_29791955_2 489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34740117_2 429 0 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 0 0 0 0 0 0 0 0
k127_2110908_1 885 1.07646303526407e-07 1.01994956757368e-07 9.68539293267855e-08 1.07395916442111e-07 0 4.36894203862219e-08 0 0 0 8.93103463982164e-08 3.62103598853522e-08 3.63174445360895e-08 0 1.16373882907702e-07 0 2.01813027696921e-07 0 0 3.28963243061762e-08
k127_7059259_2 354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19900742_1 507 0 6.79966378382454e-08 3.22846431089285e-08 0 0 0 0 0 0 8.93103463982164e-08 0 0 0 0 0 0 0 0 3.28963243061762e-08
k127_5080285_3 2028 0 0 3.22846431089285e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10032221_2 207 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 0 0 0 0
k127_23856673_1 1968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12003519_11 735 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_12003519_12 663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12003519_16 591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31779918_4 2277 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 3.63174445360895e-08 3.90981572139247e-08 0 0 0 0 0 0
k127_25839031_2 381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_15961928_7 1812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31780158_23 762 0 0 0 0 0 0 0 0 1.45748485700561e-07 2.97701154660721e-08 5.06945038394931e-07 1.08952333608268e-07 0 3.87912943025674e-07 3.09148501770524e-08 0 3.0416473610774e-07 1.35736042262774e-07 0
k127_25839137_16 690 0 1.01994956757368e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_26827219_4 366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17945289_1 423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17945289_3 804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18297003541049e-08 0 0 0 0
k127_10032969_1 495 3.58821011754689e-08 0 0 0 0 2.1844710193111e-08 0 0 7.28742428502807e-08 0 0 0 0 0 0 0 0 0 0
k127_33758561_6 1284 0 0 0 0 0 0 0 0 0 0 0 0 0 7.75825886051349e-08 0 0 0 0 0
k127_135454_3 978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.78680211313871e-08 0
k127_13988622_1 1188 7.17642023509379e-08 0 2.56017219853803e-05 3.57986388140369e-08 3.63390427319231e-05 8.73788407724438e-08 2.38846038499293e-05 6.95547233446559e-07 0 8.3356323305002e-07 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_21898718_1 444 1.43528404701876e-07 6.76566546490542e-06 9.68539293267855e-07 3.83045435310195e-06 1.07353154304056e-06 4.80583624248441e-07 3.47014532374627e-06 1.75932535518835e-06 2.18622728550842e-06 4.1678161652501e-07 2.10020087335043e-06 3.63174445360895e-07 3.01055810547221e-06 5.04286825933377e-07 1.79306131026904e-06 6.72710092323069e-08 1.55732344887163e-05 1.01802031697081e-06 5.92133837511172e-07
k127_10994208_3 900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19902130_3 432 0 0 0 0 5.36765771520282e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_135643_12 423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17945931_2 708 1.07646303526407e-07 0 0 3.57986388140369e-08 5.36765771520282e-08 0 4.06413416294608e-07 3.06859073579364e-07 1.09311364275421e-07 8.93103463982164e-08 0 7.2634889072179e-08 1.17294471641774e-07 0 0 2.01813027696921e-07 9.12494208323219e-08 1.69670052828468e-07 9.86889729185287e-08
k127_14969963_7 846 0 3.39983189191227e-08 0 0 2.68382885760141e-08 8.73788407724438e-08 6.25251409684013e-08 1.02286357859788e-07 7.28742428502807e-08 0 3.62103598853522e-08 1.08952333608268e-07 3.12785257711398e-07 7.75825886051349e-08 1.54574250885262e-07 3.36355046161535e-08 6.08329472215479e-08 0 0
k127_2112523_2 2487 3.58821011754689e-07 6.79966378382454e-08 6.4569286217857e-08 7.15972776280738e-08 1.07353154304056e-07 2.62136522317331e-07 9.37877114526019e-08 4.09145431439152e-08 4.37245457101684e-07 0 1.44841439541409e-07 2.17904667216537e-07 0 7.75825886051349e-08 0 2.01813027696921e-07 1.21665894443096e-07 6.78680211313871e-08 1.31585297224705e-07
k127_19902378_2 318 7.17642023509379e-08 0 0 7.15972776280738e-08 8.05148657280423e-08 6.55341305793329e-08 0 2.04572715719576e-08 0 0 0 0 0 0 6.18297003541049e-08 0 0 0 0
k127_1127672_4 327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27814775_2 411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31781914_2 2463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_20899421_3 831 0 0 0 0 0 0 0 8.18290862878305e-08 0 0 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_4090214_2 549 1.07646303526407e-07 6.79966378382454e-08 1.93707858653571e-07 0 5.36765771520282e-08 3.93204783475997e-07 0 8.18290862878305e-08 0 0 0 2.17904667216537e-07 0 0 3.09148501770524e-08 6.72710092323069e-08 6.08329472215479e-08 2.03604063394161e-07 0
k127_22883930_2 618 6.45877821158441e-07 1.43132922649507e-05 2.77647930736785e-06 5.87097676550205e-06 2.52279912614532e-06 6.55341305793329e-07 5.37716212328251e-06 2.67990257592645e-06 2.98784395686151e-06 5.65632193855371e-07 2.93303915071353e-06 3.99491889896985e-07 3.28424520596968e-06 5.43078120235944e-07 3.30788896894461e-06 2.69084036929228e-07 2.85610687205167e-05 1.79850255998176e-06 1.15137135071617e-06
k127_23858745_1 927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_32766571_6 1134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3095865_1 2187 7.17642023509379e-08 0 0 7.15972776280738e-08 0 2.1844710193111e-08 0 2.04572715719576e-08 1.45748485700561e-07 0 1.81051799426761e-07 7.2634889072179e-08 7.81963144278495e-08 1.93956471512837e-07 2.16403951239367e-07 1.0090651384846e-07 2.73748262496966e-07 0 6.57926486123524e-08
k127_6079677_1 189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_5083464_2 438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6079820_1 453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_137424_3 1977 0 6.79966378382454e-08 2.25992501762499e-07 0 0 0 0 0 0 0 0 0 3.90981572139247e-08 0 0 0 0 3.39340105656935e-08 6.57926486123524e-08
k127_15965075_6 1869 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_12006970_5 4737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_28814177_3 396 3.2293891057922e-07 1.10154553297958e-05 1.87250930031785e-06 5.6203862938038e-06 2.03970993177707e-06 1.09223550965555e-06 4.7831732840827e-06 1.71841081204444e-06 3.20646668541235e-06 4.46551731991082e-07 3.43998418910846e-06 2.90539556288716e-07 3.7925212497507e-06 6.20660708841079e-07 1.8858058608002e-06 2.35448532313074e-07 2.25386069455835e-05 1.69670052828468e-06 9.21097080572934e-07
k127_8052357_3 2199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_5083779_9 450 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21665894443096e-07 0 0
k127_14972162_1 726 0 0 0 0 1.3419144288007e-07 0 0 0 0 0 7.24207197707044e-08 0 0 0 6.18297003541049e-08 0 1.21665894443096e-07 0 6.57926486123524e-08
k127_4091111_10 1077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_25842391_1 324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
