contig length Sample340 Sample341 Sample342 Sample343 Sample344 Sample345 Sample346 Sample347 Sample348 Sample349 Sample34 Sample353 Sample354 Sample355 Sample356 Sample357 Sample358 Sample359 Sample35
k127_758030_2 1728 0 0 0 0 5.36765771520282e-08 0 0 0 0 0 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_210177079_6 2805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_105494313_1 2187 2.15292607052814e-07 3.39983189191227e-08 6.4569286217857e-08 0 1.61029731456085e-07 0 1.37555310130483e-06 2.04572715719576e-07 3.64371214251404e-08 5.95402309321443e-08 1.08631079656057e-07 7.2634889072179e-08 3.90981572139247e-08 0 9.27445505311573e-08 1.34542018464614e-07 9.12494208323219e-08 1.35736042262774e-07 3.28963243061762e-07
k127_236347555_4 3222 0 0 0 0 2.68382885760141e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 3.28963243061762e-08
k127_229773994_4 1611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_40040393_2 708 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_105497302_1 1293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.39340105656935e-08 0
k127_46590613_5 2829 0 0 3.22846431089285e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_98941165_2 693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_98941643_2 630 3.58821011754689e-08 0 0 0 0 4.36894203862219e-08 1.25050281936803e-07 1.02286357859788e-07 0 2.97701154660721e-08 0 0 7.81963144278495e-08 0 0 0 0 0 0
k127_85862946_2 279 1.79410505877345e-07 1.01994956757368e-07 0 1.43194555256148e-07 1.07353154304056e-07 8.73788407724438e-08 3.75150845810408e-07 1.02286357859788e-07 1.45748485700561e-07 1.78620692796433e-07 3.2589323896817e-07 1.45269778144358e-07 2.34588943283548e-07 0 9.27445505311573e-08 1.0090651384846e-07 1.82498841664644e-07 2.37538073959855e-07 3.28963243061762e-08
k127_105498906_5 3102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_197138831_13 816 0 6.79966378382454e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_40044686_8 2679 4.30585214105627e-07 6.79966378382454e-08 7.42546791505355e-07 2.14791832884222e-07 8.31986945856437e-07 1.96602391737999e-07 8.12826832589216e-07 2.45487258863491e-07 2.18622728550842e-07 3.87011501058938e-07 4.70734678509579e-07 9.07936113402237e-07 5.47374200994946e-07 5.43078120235944e-07 4.32807902478734e-07 4.03626055393842e-07 3.0416473610774e-07 3.05406095091242e-07 5.59237513204996e-07
k127_85864258_15 2163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7280434_2 585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.28963243061762e-08
k127_33492165_1 1053 0 0 0 0 0 4.36894203862219e-08 9.37877114526019e-08 0 1.45748485700561e-07 0 7.24207197707044e-08 3.63174445360895e-08 0 7.75825886051349e-08 0 0 9.12494208323219e-08 0 9.86889729185287e-08
k127_157870213_1 894 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 6.08329472215479e-08 0 0
k127_157870213_2 585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18297003541049e-08 0 0 0 0
k127_157870213_4 1164 0 0 0 0 0 0 6.25251409684013e-08 0 0 2.97701154660721e-08 0 0 0 0 0 0 0 0 0
k127_144783748_5 2232 0 0 0 0 0 0 0 8.18290862878305e-08 0 0 0 0 0 4.65495531630809e-07 9.27445505311573e-08 2.69084036929228e-07 1.5208236805387e-07 6.44746200748177e-07 3.94755891674115e-07
k127_249443000_1 1299 7.17642023509379e-08 0 5.16554289742856e-07 0 2.68382885760141e-08 0 3.12625704842006e-08 0 0 0 7.24207197707044e-08 7.2634889072179e-08 0 0 0 0 0 0 0
k127_53111988_3 6318 0 0 9.68539293267855e-08 0 2.14706308608113e-07 0 9.37877114526019e-08 0 0 2.67931039194649e-07 0 7.2634889072179e-08 7.81963144278495e-08 3.87912943025674e-07 1.54574250885262e-07 0 0 0 1.31585297224705e-07
k127_112075759_1 249 0 1.35993275676491e-07 0 0 0 0 0 0 0 0 7.24207197707044e-08 0 0 0 0 0 2.43331788886192e-07 0 0
k127_98946477_1 2325 0 0 0 6.08576859838628e-07 0 0 0 0 0 0 0 7.2634889072179e-08 0 0 0 1.0090651384846e-07 3.64997683329287e-07 0 3.28963243061762e-08
k127_255942585_13 1311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_236356548_1 411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7283612_3 486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_138191837_21 1815 0 0 0 0 5.36765771520282e-08 0 0 4.09145431439152e-08 0 5.95402309321443e-08 7.24207197707044e-08 7.2634889072179e-08 3.90981572139247e-08 0 9.27445505311573e-08 6.72710092323069e-08 0 0 6.57926486123524e-08
k127_118569535_1 2850 0 1.01994956757368e-07 1.29138572435714e-07 1.3603482749334e-06 5.36765771520282e-07 2.31553928046976e-06 9.69139685010219e-07 3.47773616723279e-07 1.45748485700561e-06 8.63333348516092e-07 0 0 0 7.75825886051349e-08 8.03786104603363e-07 0 0 0 7.23719134735877e-07
k127_125128065_3 3132 3.58821011754689e-08 0 0 3.57986388140369e-08 1.07353154304056e-07 2.1844710193111e-08 6.25251409684013e-08 0 0 2.97701154660721e-08 0 0 0 7.75825886051349e-08 3.09148501770524e-08 0 0 0 3.28963243061762e-08
k127_13884078_2 1734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_79321968_2 1197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_79321968_3 1323 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_216773096_23 249 0 0 0 3.57986388140369e-08 5.36765771520282e-08 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_118571181_3 756 0 0 0 0 0 0 3.12625704842006e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_242892584_4 993 1.07646303526407e-07 3.39983189191227e-08 3.22846431089285e-08 7.15972776280738e-08 1.07353154304056e-07 0 1.12545253743122e-06 0 3.27934092826263e-07 8.93103463982164e-08 7.24207197707044e-08 0 0 3.87912943025674e-08 0 0 0 0 6.57926486123524e-08
k127_40051439_2 840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_66221447_1 1185 1.43528404701876e-07 0 0 1.07395916442111e-07 1.87868020032099e-07 4.36894203862219e-08 1.87575422905204e-07 1.63658172575661e-07 1.45748485700561e-07 1.19080461864289e-07 3.62103598853522e-08 4.35809334433074e-07 0 3.87912943025674e-08 2.16403951239367e-07 1.0090651384846e-07 2.12915315275418e-07 1.69670052828468e-07 2.6317059444941e-07
k127_210189813_4 2463 7.17642023509379e-08 0 5.81123575960713e-07 7.15972776280738e-08 8.31986945856437e-07 0 8.44089403073417e-07 1.63658172575661e-07 3.27934092826263e-07 3.87011501058938e-07 2.89682879082818e-07 9.07936113402237e-07 1.95490786069624e-07 3.87912943025674e-07 4.32807902478734e-07 2.01813027696921e-07 6.08329472215479e-08 1.69670052828468e-07 5.92133837511172e-07
k127_190568719_2 1833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_190568719_3 1752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_59691558_16 144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_112081580_2 2265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_184037002_1 735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_242895735_6 3522 0 0 0 0 0 4.36894203862219e-08 0 0 3.64371214251404e-08 0 3.2589323896817e-07 0 1.56392628855699e-07 9.69782357564186e-07 4.94637602832839e-07 3.36355046161535e-07 3.64997683329287e-07 7.80482243010951e-07 6.25030161817348e-07
k127_216776835_2 1179 0 0 0 0 5.36765771520282e-08 8.73788407724438e-08 9.37877114526019e-08 0 0 0 7.24207197707044e-08 7.2634889072179e-08 0 0 0 0 0 0 0
k127_46603973_7 1254 3.58821011754689e-08 0 0 0 0 0 0 4.09145431439152e-08 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 6.57926486123524e-08
k127_20396188_2 537 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_20396188_3 1077 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 6.78680211313871e-08 0
k127_20396188_4 1470 0 0 0 0 0 0 1.56312852421003e-07 0 0 0 0 0 7.81963144278495e-08 3.87912943025674e-08 0 0 0 0 0
k127_20396188_5 705 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 7.81963144278495e-08 0 0 0 0 0 0
k127_20396188_6 225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_53118993_3 1386 1.07646303526407e-07 6.79966378382454e-08 9.68539293267855e-08 0 2.14706308608113e-07 6.55341305793329e-08 9.37877114526019e-08 1.02286357859788e-07 3.64371214251404e-08 1.19080461864289e-07 3.62103598853522e-08 1.45269778144358e-07 1.56392628855699e-07 3.87912943025674e-08 0 6.72710092323069e-08 1.82498841664644e-07 3.39340105656935e-08 9.86889729185287e-08
k127_197148371_8 372 3.58821011754689e-07 4.58297339029774e-05 6.42464397867677e-06 2.48800539757557e-05 5.01875996371463e-06 2.44660754162843e-06 1.42244695703113e-05 7.65101956791215e-06 7.61535837785433e-06 1.16103450317681e-06 1.10079494051471e-05 1.12584078061877e-06 1.09865821771129e-05 2.40506024675918e-06 9.11988080223047e-06 8.7452312001999e-07 6.36616792673499e-05 3.46126907770074e-06 3.09225448478057e-06
k127_40056538_6 225 0 0 3.22846431089285e-08 0 1.3419144288007e-07 0 9.37877114526019e-08 0 0 1.48850577330361e-07 7.24207197707044e-08 0 2.34588943283548e-07 1.5516517721027e-07 6.18297003541049e-08 0 9.12494208323219e-08 3.39340105656935e-08 9.86889729185287e-08
k127_216778847_2 1620 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_242898445_3 3831 4.66467315281096e-07 1.69991594595614e-07 8.71685363941069e-07 5.01180943396517e-07 9.39340100160493e-07 1.96602391737999e-07 1.46934081275743e-06 4.90974517726983e-07 1.45748485700561e-07 6.25172424787515e-07 2.89682879082818e-07 1.3800628923714e-06 6.25570515422796e-07 3.87912943025674e-07 7.11041554072206e-07 5.04532569242302e-07 4.86663577772383e-07 2.71472084525548e-07 1.01978605349146e-06
k127_40058110_8 1719 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_7292778_2 1143 0 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_7292778_3 936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_5 1137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_6 1695 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 3.90981572139247e-08 0 0 0 0 0 0
k127_7292778_7 957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_8 1695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_9 789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_10 2367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_11 1521 0 0 0 0 0 0 0 4.09145431439152e-08 0 0 0 0 0 0 0 0 0 0 0
k127_7292778_13 1326 0 0 0 0 0 0 0 0 7.28742428502807e-08 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_112087604_2 1239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_20399505_29 993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_59697723_12 1221 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_138200908_7 876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_249455268_3 2988 1.43528404701876e-07 6.79966378382454e-08 6.4569286217857e-08 0 3.22059462912169e-07 1.52912971351777e-07 1.56312852421003e-07 2.04572715719576e-07 0 1.48850577330361e-07 2.53472519197465e-07 0 3.90981572139247e-08 7.75825886051349e-08 6.18297003541049e-08 0 0 0 0
k127_13895053_2 840 0 0 0 0 0 4.36894203862219e-08 0 4.09145431439152e-08 7.28742428502807e-08 0 7.24207197707044e-08 0 0 0 3.09148501770524e-08 0 0 0 0
k127_144798654_1 2313 2.51174708228282e-07 3.39983189191227e-08 6.4569286217857e-08 1.43194555256148e-07 2.68382885760141e-07 8.73788407724438e-08 5.31463698231411e-07 6.13718147158728e-08 1.45748485700561e-07 1.19080461864289e-07 1.44841439541409e-07 1.45269778144358e-07 3.12785257711398e-07 2.71539060117972e-07 3.70978202124629e-07 6.72710092323069e-08 9.12494208323219e-08 0 3.28963243061762e-07
k127_26945113_21 3510 0 3.39983189191227e-08 0 7.15972776280738e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_242902507_9 3804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_242902507_11 3225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21665894443096e-07 0 0
k127_242902507_12 1245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_131664041_8 1071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33508662_12 1524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_210198079_1 438 0 1.01994956757368e-07 0 0 5.36765771520282e-08 0 6.25251409684013e-08 4.09145431439152e-08 0 0 0 0 0 0 0 0 1.21665894443096e-07 3.39340105656935e-08 0
k127_7297343_2 1788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33509521_2 720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33509521_3 915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33509521_4 621 0 0 0 0 0 0 0 0 0 0 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_33509521_6 993 0 0 0 0 0 0 0 0 0 0 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_105517545_2 390 7.17642023509379e-08 1.01994956757368e-07 1.29138572435714e-07 7.15972776280738e-08 1.07353154304056e-07 2.1844710193111e-08 6.25251409684013e-08 1.63658172575661e-07 0 2.97701154660721e-08 0 1.08952333608268e-07 0 3.87912943025674e-08 3.09148501770524e-08 1.0090651384846e-07 3.0416473610774e-08 6.78680211313871e-08 1.31585297224705e-07
k127_171015124_1 1269 1.43528404701876e-07 6.79966378382454e-08 1.61423215544642e-07 7.15972776280738e-08 5.36765771520282e-08 2.1844710193111e-08 2.18837993389404e-07 1.22743629431746e-07 7.28742428502807e-08 0 2.53472519197465e-07 7.2634889072179e-08 3.90981572139247e-08 0 0 1.0090651384846e-07 3.0416473610774e-08 6.78680211313871e-08 1.31585297224705e-07
k127_112094382_3 1860 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_203698073_14 1845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33512782_1 1266 0 0 0 0 0 0 0 0 0 0 0 1.45269778144358e-07 0 7.75825886051349e-08 0 0 0 0 6.57926486123524e-08
k127_203698669_21 1449 0 0 0 0 0 4.36894203862219e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_203698669_22 801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_118587892_1 924 3.58821011754689e-08 0 3.22846431089285e-08 0 1.61029731456085e-07 0 0 4.09145431439152e-08 1.45748485700561e-07 2.97701154660721e-08 0 3.63174445360895e-08 3.12785257711398e-07 3.49121648723107e-07 3.09148501770524e-08 3.36355046161535e-08 3.0416473610774e-08 0 3.28963243061762e-08
k127_105521741_1 5379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_118589432_1 774 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16373882907702e-07 6.18297003541049e-08 0 6.08329472215479e-08 0 0
k127_216789900_1 2094 0 0 3.22846431089285e-08 1.43194555256148e-07 0 1.31068261158666e-07 1.25050281936803e-07 6.13718147158728e-08 3.64371214251404e-08 1.19080461864289e-07 1.44841439541409e-07 1.08952333608268e-07 3.90981572139247e-08 3.49121648723107e-07 1.85489101062315e-07 1.34542018464614e-07 1.82498841664644e-07 1.01802031697081e-07 6.25030161817348e-07
k127_138210446_2 531 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 3.63174445360895e-08 0 0 0 3.36355046161535e-08 0 0 0
k127_138210459_1 2622 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 1.45269778144358e-07 7.81963144278495e-08 0 0 6.72710092323069e-08 0 0 0
k127_59707632_4 435 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_13903569_2 1419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_112098756_8 489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_197160260_2 3069 0 0 0 0 0 0 0 0 0 0 0 0 2.34588943283548e-07 0 0 6.72710092323069e-08 6.08329472215479e-08 6.78680211313871e-08 0
k127_59708875_1 888 0 0 0 3.57986388140369e-08 0 0 0 0 0 2.97701154660721e-08 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_210205651_2 3198 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_255963806_3 1644 0 0 0 1.43194555256148e-07 2.68382885760141e-08 8.73788407724438e-08 0 0 7.28742428502807e-08 1.19080461864289e-07 0 2.54222111752627e-07 0 1.93956471512837e-07 1.2365940070821e-07 6.72710092323069e-08 1.21665894443096e-07 2.71472084525548e-07 0
k127_210206232_8 5805 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6680256550104e-06 9.27445505311573e-08 0 0 0 3.94755891674115e-07
k127_216792222_1 360 7.17642023509379e-08 0 0 0 2.68382885760141e-08 0 0 0 0 0 0 0 3.90981572139247e-08 1.93956471512837e-07 3.09148501770524e-08 3.36355046161535e-08 3.0416473610774e-08 6.78680211313871e-08 0
k127_138214081_1 1467 7.17642023509379e-08 3.39983189191227e-08 0 0 0 0 1.87575422905204e-07 0 0 0 0 0 0 0 0 0 0 0 0
k127_236380228_2 858 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 0 0 0 0
k127_190587408_2 1812 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_157896913_1 1179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_157896913_2 921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33519577_5 891 0 0 0 7.15972776280738e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_66241052_24 1272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_157897604_3 753 1.07646303526407e-07 6.79966378382454e-08 4.51985003524999e-07 3.57986388140369e-08 1.3419144288007e-07 2.1844710193111e-08 2.50100563873605e-07 8.18290862878305e-08 7.28742428502807e-08 8.93103463982164e-08 7.24207197707044e-08 2.17904667216537e-07 0 1.93956471512837e-07 6.18297003541049e-08 2.01813027696921e-07 9.12494208323219e-08 6.78680211313871e-08 2.30274270143234e-07
k127_26955853_9 1449 0 0 0 7.51771415094775e-07 0 2.1844710193111e-08 0 6.13718147158728e-07 0 2.97701154660721e-07 7.24207197707044e-08 1.77955478226839e-06 0 6.59452003143646e-07 7.41956404249258e-07 7.39981101555376e-07 7.29995366658575e-07 6.78680211313871e-08 6.57926486123524e-08
k127_210207779_20 1938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_26955978_2 654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_171024258_2 894 0 0 0 3.57986388140369e-08 0 6.55341305793329e-08 0 0 3.64371214251404e-08 0 0 0 0 0 0 0 0 0 0
k127_98971713_33 600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_223300137_1 903 0 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_85895588_2 273 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_138216901_2 567 1.21999143996594e-06 5.14394565246327e-05 8.52314578075712e-06 3.06436348248156e-05 6.76324872115555e-06 3.47330892070464e-06 1.7600827182605e-05 1.02490930575508e-05 8.38053792778228e-06 3.00678166207329e-06 1.13700530040006e-05 1.30742800329922e-06 1.31760789810926e-05 1.70681694931297e-06 7.91420164532542e-06 8.40887615403837e-07 7.24216236672528e-05 6.58319804974454e-06 5.32920453760055e-06
k127_229806565_2 3918 4.30585214105627e-07 0 2.25992501762499e-07 7.15972776280738e-08 1.42242929452875e-06 2.1844710193111e-08 1.87575422905204e-06 2.65944530435449e-07 4.11739472104086e-06 1.48850577330361e-07 7.24207197707044e-08 4.72126778969163e-07 8.60159458706344e-07 7.75825886051349e-08 1.2365940070821e-07 3.36355046161535e-07 3.95414156940061e-07 1.69670052828468e-07 3.28963243061762e-07
k127_255968482_1 1125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_242915817_8 5523 0 0 0 0 0 0 0 1.02286357859788e-07 0 0 0 1.45269778144358e-07 0 7.75825886051349e-08 1.2365940070821e-07 0 0 0 0
k127_197165950_1 1992 7.17642023509379e-08 0 0 0 0 0 5.93988839199812e-07 0 1.82185607125702e-07 1.19080461864289e-07 0 7.2634889072179e-08 7.81963144278495e-08 7.75825886051349e-08 3.09148501770524e-07 3.36355046161535e-08 6.08329472215479e-08 0 9.86889729185287e-08
k127_138218737_2 564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_98974899_1 2022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_46628471_1 1017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_105531909_1 390 7.17642023509379e-08 0 0 0 0 0 0 0 0 0 3.62103598853522e-08 7.2634889072179e-08 0 3.87912943025674e-08 0 3.36355046161535e-08 0 3.39340105656935e-08 0
k127_13911296_2 1311 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_13911370_3 3114 4.70055525398643e-06 3.05984870272105e-06 6.2309361200232e-06 1.75413330188781e-06 3.78419868921799e-06 2.97088058626309e-06 1.29114416099749e-05 3.7641379692402e-06 3.49796365681347e-06 3.66172420232687e-06 7.49554449626791e-06 1.19484392523734e-05 1.34497660815901e-05 1.07451885218112e-05 1.18713024679881e-05 8.30796964018991e-06 8.30369729574129e-06 9.84086306405112e-06 3.64820236555494e-05
k127_151358718_1 1332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_151358718_2 849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_40079875_1 3174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_40079875_18 2001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_66246897_5 2109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_131680222_1 1986 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_66247340_1 4152 1.09799229596935e-05 4.75976464867718e-06 3.48674145576428e-06 4.86861487870902e-06 3.32794778342575e-06 9.13108886072038e-06 2.00080451098884e-06 7.07821596389733e-06 3.60727502108889e-06 1.42896554237146e-06 3.51240490887916e-06 6.13764812659912e-06 5.47374200994946e-06 3.60759037013877e-06 6.46120368700396e-06 8.64432468635144e-06 2.43331788886192e-06 4.44535538410585e-06 7.36877664458347e-06
k127_144817751_1 1932 0 2.03989913514736e-07 0 0 8.05148657280423e-08 0 9.37877114526019e-08 2.04572715719576e-08 3.27934092826263e-07 8.93103463982164e-08 3.98313958738874e-07 2.17904667216537e-07 5.08276043781022e-07 2.71539060117972e-07 2.16403951239367e-07 6.72710092323069e-08 2.73748262496966e-07 2.37538073959855e-07 1.08557870210382e-06
k127_40080543_4 795 0 1.35993275676491e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21665894443096e-07 0 0
k127_197169372_11 1092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_177520893_1 2211 7.17642023509379e-08 0 3.22846431089285e-08 3.57986388140369e-08 0 0 0 4.09145431439152e-08 1.45748485700561e-07 1.48850577330361e-07 0 4.35809334433074e-07 7.81963144278495e-08 3.87912943025674e-08 9.27445505311573e-08 2.01813027696921e-07 6.08329472215479e-08 0 3.28963243061762e-08
k127_112109763_8 921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_144818714_4 621 0 0 0 0 0 0 6.25251409684013e-08 2.04572715719576e-08 0 0 7.24207197707044e-08 0 0 0 0 0 6.08329472215479e-08 3.39340105656935e-08 0
k127_203711806_2 240 0 0 0 0 0 0 0 6.13718147158728e-08 0 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_125158233_9 807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_800802_1 795 8.25288327035785e-07 9.17954610816314e-07 3.87415717307142e-07 1.50354283018955e-06 1.61029731456085e-06 5.89807175213996e-07 1.21924024888382e-06 1.22743629431746e-06 8.74490914203369e-07 1.45873565783754e-06 1.15873151633127e-06 8.35301224330058e-07 1.01655208756204e-06 1.12494753477446e-06 1.57665735902967e-06 3.36355046161535e-07 8.51661261101671e-07 5.09010158485403e-07 8.55304431960582e-07
k127_800802_3 168 3.58821011754689e-07 6.11969740544209e-07 3.22846431089285e-07 5.72778221024591e-07 7.51472080128394e-07 3.49515363089775e-07 5.0020112774721e-07 6.13718147158728e-07 6.92305307077667e-07 5.95402309321443e-07 5.79365758165635e-07 3.63174445360895e-07 9.38355773134194e-07 7.75825886051349e-07 7.41956404249258e-07 5.38168073858456e-07 2.43331788886192e-07 2.03604063394161e-07 2.6317059444941e-07
k127_59720255_1 1509 1.32763774349235e-06 5.43973102705964e-07 6.13408219069641e-07 4.6538230458248e-07 1.01985496588854e-06 8.51943697531327e-07 1.87575422905204e-06 5.72803604014813e-07 9.47365157053649e-07 4.1678161652501e-07 5.43155398280283e-07 1.01688844701051e-06 1.05565024477597e-06 6.20660708841079e-07 6.18297003541049e-07 3.69990550777688e-07 5.17080051383157e-07 4.75076147919709e-07 9.93468994046522e-06
